Crash Number,Date and Time of Crash,Police Shift,Crash Location,Light Conditions,Weather Conditions,Road Surface,Road Contributing Circumstances,Traffic Control Device Type,Roadway Intersection Type,Trafficway Description,Manner of Collision,First Harmful Event,First Harmful Event Location,Speed Limit,Work Zone,Count Fatal Injury ,Count Suspected Serious Injury,Count Suspected Minor Injury ,Count Possible Injury,Count No Apparent Injury,Count Unknown Injury,Count Not Reported Injury,Total Non-Motorists,Pedestrian Involvement (Non-Motorist),Cyclist Involvement (Non-Motorist),Other Non-Motorist Involvement,Non-Motorist Location ,Non-Motorist Action,Non-Motorist Condition,Hit and Run Flag,Latitude,Longitude,Ward,Block Code 
19064209,2019-11-09 10:49:00,Day Shift (8AM - 4PM),"18 RYAN RD Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,Y,0,0,0,0,4,0,0,1,0,0,1,IN ROADWAY                                        ,APPROACHING OR LEAVING VEHICLE                    ,APPARENTLY NORMAL                                 ,N,42.3867,-71.0984,3,250173513001000
20053960,2020-11-06 13:28:00,Day Shift (8AM - 4PM),"HIGHLAND AV & VINAL AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,Y,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3859,-71.096,3,250173513001000
20008499,2020-02-14 09:16:00,Day Shift (8AM - 4PM),"MEDFORD ST & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,FLASHING TRAFIC CONTROL SIGNAL                    ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH LIGHT POLE OR OTHER POST/SUPPORT   ,ROADSIDE                                          ,25 ,Y,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3858,-71.0937,3,250173513001000
22034958,2022-06-22 11:47:00,Day Shift (8AM - 4PM),"93 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,DRIVEWAY                                          ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,OUTSIDE ROADWAY                                   ,00 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3872,-71.0982,3,250173513001000
18054308,2018-09-11 07:25:00,Last Half (Midnight - 8AM),"MADISON ST & SCHOOL ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3876,-71.0982,3,250173513001000
22072231,2022-12-24 09:06:00,Day Shift (8AM - 4PM),"MEDFORD ST & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,TRAFFIC CONTROL DEVICE                            ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3858,-71.0937,3,250173513001000
18047688,2018-08-11 05:54:00,Last Half (Midnight - 8AM),"HIGHLAND AV & SCHOOL ST Somerville, MA",DAWN                                              ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3868,-71.0987,3,250173513001000
21022487,2021-05-05 21:22:00,First Half (4PM - Midnight),"HIGHLAND AV & PRESCOTT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,RAIN                                              ,WET                                               ,OTHER                                             ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,1,0,3,0,0,0,0,0,0,,,,N,42.3865,-71.0978,3,250173513001000
23068822,2023-11-30 11:09:00,Day Shift (8AM - 4PM),"305 MEDFORD ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3863,-71.0939,4,250173513001001
21009050,2021-02-21 02:26:00,Last Half (Midnight - 8AM),"311 MEDFORD ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,FLASHING TRAFIC CONTROL SIGNAL                    ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,OTHER                                             ,OUTSIDE ROADWAY                                   ,25 ,Y,0,0,0,1,0,0,0,0,0,0,0,,,,N,42.3865,-71.0942,4,250173513001001
20032514,2020-06-30 01:05:00,Last Half (Midnight - 8AM),"311 MEDFORD ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,WORK ZONE                                         ,WARNING SIGNS                                     ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,OTHER                                             ,ROADSIDE                                          ,25 ,Y,0,1,0,0,1,0,0,0,0,0,0,,,,N,42.3865,-71.0942,4,250173513001001
23068454,2023-11-28 14:43:00,Day Shift (8AM - 4PM),"301 MEDFORD STREET Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,20 ,N,0,0,1,0,1,0,0,1,1,0,0,IN ROADWAY                                        ,ENTERING OR CROSSING SPECIFIED LOCATION           ,APPARENTLY NORMAL                                 ,N,42.3861,-71.0938,4,250173513001001
19015380,2019-03-20 10:20:00,Day Shift (8AM - 4PM),"311 MEDFORD ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,Y,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3865,-71.0942,4,250173513001001
23038496,2023-07-10 08:28:00,Day Shift (8AM - 4PM),"67 PUTNAM ST Somerville, MA",DAYLIGHT                                          ,RAIN                                              ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,2,0,0,0,0,0,0,,,,N,42.3859,-71.0968,3,250173513001002
24001603,2024-01-09 23:29:00,First Half (4PM - Midnight),"11 PUTNAM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,RAIN                                              ,WET                                               ,UNKNOWN                                           ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH PARKED MOTOR VEHICLE               ,SHOULDER - PAVED                                  ,25 ,N,0,0,0,0,1,0,0,0,0,0,0,,,,N,42.3835,-71.0985,3,250173513001002
21015505,2021-03-27 05:34:00,Last Half (Midnight - 8AM),"29 PUTNAM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",REAR TO REAR                                      ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,OUTSIDE ROADWAY                                   ,20 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3842,-71.098,3,250173513001002
21011577,2021-03-06 11:53:00,Day Shift (8AM - 4PM),"82 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,UNKNOWN                                           ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",UNKNOWN                                           ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,UNKNOWN                                           ,20 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3863,-71.0977,3,250173513001003
19070215,2019-12-11 11:58:00,Day Shift (8AM - 4PM),"82 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,WET                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,1,0,3,0,0,0,0,0,0,,,,N,42.3863,-71.0977,3,250173513001003
20008187,2020-02-12 23:37:00,First Half (4PM - Midnight),"39 PRESCOTT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.385,-71.0985,3,250173513001003
21065047,2021-12-18 09:10:00,Day Shift (8AM - 4PM),"35 PRESCOTT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,OTHER                                             ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3849,-71.0987,3,250173513001003
18053313,2018-09-06 12:02:00,Day Shift (8AM - 4PM),"9 PRESCOTT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,30 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3839,-71.0993,3,250173513001003
20024302,2020-05-11 16:30:00,First Half (4PM - Midnight),"93 SCHOOL ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,UNKNOWN                                           ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,UNKNOWN                                           ,SINGLE VEHICLE CRASH                              ,COLLISION WITH LIGHT POLE OR OTHER POST/SUPPORT   ,OUTSIDE ROADWAY                                   ,10 ,N,0,0,0,0,1,0,0,0,0,0,0,,,,N,42.3854,-71.0991,3,250173513001004
19007054,2019-02-08 07:48:00,Last Half (Midnight - 8AM),"BERKELEY ST & SCHOOL ST Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH LIGHT POLE OR OTHER POST/SUPPORT   ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,Y,42.3855,-71.0996,3,250173513001004
23011747,2023-03-06 09:59:00,Day Shift (8AM - 4PM),"SCHOOL ST & BERKELEY ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3855,-71.0996,3,250173513001004
23059805,2023-10-16 11:44:00,Day Shift (8AM - 4PM),"BERKELEY ST & SCHOOL ST Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,25 ,Y,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3855,-71.0996,3,250173513001004
21050882,2021-09-27 08:44:00,Day Shift (8AM - 4PM),"BERKELEY ST & SCHOOL ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,1,0,0,0,0,0,0,,,,N,42.3855,-71.0996,3,250173513001004
21064069,2021-12-12 01:30:00,Last Half (Midnight - 8AM),"66 WALNUT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,RAIN                                              ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,1,0,2,0,0,0,0,0,0,,,,N,42.3845,-71.0949,3,250173513001005
21005653,2021-01-30 07:36:00,Last Half (Midnight - 8AM),"62 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3856,-71.0959,3,250173513001006
21007677,2021-02-11 22:13:00,First Half (4PM - Midnight),"48 HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3854,-71.0954,3,250173513001006
23009677,2023-02-22 07:29:00,Last Half (Midnight - 8AM),"34 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,1,0,0,0,0,0,0,,,,N,42.3851,-71.0947,3,250173513001006
18073800,2018-12-15 15:01:00,Day Shift (8AM - 4PM),"40 HIGHLAND AVE Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3852,-71.0949,3,250173513001006
21047934,2021-09-13 09:49:00,Day Shift (8AM - 4PM),"11 SUMMIT AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH TREE                               ,ROADWAY                                           ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.384,-71.0958,3,250173513001007
19059815,2019-10-17 23:07:00,First Half (4PM - Midnight),"58 WALNUT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLOUDY                                            ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,SHOULDER - PAVED                                  ,25 ,N,0,0,0,0,3,1,0,0,0,0,0,,,,N,42.384,-71.0952,3,250173513001007
19018371,2019-04-04 05:02:00,Last Half (Midnight - 8AM),"58 WALNUT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, OPPOSITE DIRECTION                     ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,Y,42.384,-71.0952,3,250173513001007
19013543,2019-03-12 08:52:00,Day Shift (8AM - 4PM),"26 SUMMIT AVE Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,ICE                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,1,2,0,0,0,0,0,0,,,,N,42.3839,-71.0967,3,250173513001008
19058765,2019-10-13 02:10:00,Last Half (Midnight - 8AM),"42 WALNUT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,0,0,1,0,0,0,0,0,0,,,,N,42.3832,-71.0958,3,250173513001008
22008104,2022-02-17 10:07:00,Day Shift (8AM - 4PM),"4 WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,15 ,N,0,0,0,0,1,0,0,0,0,0,0,,,,Y,42.3813,-71.0971,3,250173513001009
21006468,2021-02-04 09:11:00,Day Shift (8AM - 4PM),"8 WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3815,-71.097,3,250173513001009
22029977,2022-05-29 11:36:00,Day Shift (8AM - 4PM),"26 WALNUT STREET Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,20 ,N,0,0,1,0,1,0,0,1,0,1,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3824,-71.0963,3,250173513001009
21003854,2021-01-20 15:47:00,Day Shift (8AM - 4PM),"29 BOW ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3815,-71.0973,3,250173513001009
20039705,2020-08-16 01:26:00,Last Half (Midnight - 8AM),"13 VINAL AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",UNKNOWN                                           ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,1,3,0,0,0,0,0,,,,N,42.3828,-71.0978,3,250173513001009
19011819,2019-03-04 06:34:00,Last Half (Midnight - 8AM),"22 ALDERSEY ST Somerville, MA",DAYLIGHT                                          ,SNOW                                              ,SNOW                                              ,ROAD SURFACE CONDITION                            ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADSIDE                                          ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3834,-71.0974,3,250173513001009
22050935,2022-09-09 05:36:00,Last Half (Midnight - 8AM),"255 MEDFORD ST Somerville, MA",DAWN                                              ,CLEAR                                             ,DRY                                               ,UNKNOWN                                           ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",UNKNOWN                                           ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,30 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3841,-71.0918,3,250173513002000
19023187,2019-04-27 20:35:00,First Half (4PM - Midnight),"265 MEDFORD ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,1,2,0,0,0,0,0,0,,,,N,42.3844,-71.092,3,250173513002000
20001551,2020-01-10 14:47:00,Day Shift (8AM - 4PM),"255 MEDFORD ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",REAR-END                                          ,UNKNOWN                                           ,UNKNOWN                                           ,25 ,N,0,0,0,1,1,0,0,0,0,0,0,,,,N,42.3841,-71.0918,3,250173513002000
20059595,2020-12-10 09:08:00,Day Shift (8AM - 4PM),"HIGHLAND AV & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,1,1,1,0,0,0,0,0,0,,,,N,42.3851,-71.0942,3,250173513002001
19051312,2019-09-06 11:06:00,Day Shift (8AM - 4PM),"91 WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",REAR TO REAR                                      ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3857,-71.0937,3,250173513002001
19015899,2019-03-22 19:04:00,First Half (4PM - Midnight),"25 HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,RAIN                                              ,WET                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,30 ,N,0,0,0,0,1,1,0,0,0,0,0,,,,Y,42.3853,-71.0936,3,250173513002001
23068062,2023-11-26 11:56:00,Day Shift (8AM - 4PM),"HIGHLAND AV & MEDFORD ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,Y-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,20 ,N,0,0,1,0,2,0,0,1,0,1,0,IN ROADWAY                                        ,STANDING                                          ,APPARENTLY NORMAL                                 ,N,42.3846,-71.0927,3,250173513002001
19036735,2019-06-29 16:13:00,First Half (4PM - Midnight),"HIGHLAND AV & WALNUT ST Somerville, MA",DAYLIGHT                                          ,RAIN                                              ,WET                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,25 ,N,0,0,1,0,1,0,0,1,0,1,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3851,-71.0942,3,250173513002001
20009666,2020-02-20 18:14:00,First Half (4PM - Midnight),"25 HIGHLAND AV Somerville, MA",DARK - UNKNOWN ROADWAY LIGHTING                   ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3853,-71.0936,3,250173513002001
20054156,2020-11-07 18:10:00,First Half (4PM - Midnight),"HIGHLAND AV & WALNUT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",HEAD ON                                           ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,5,0,0,0,0,0,0,,,,N,42.3851,-71.0942,3,250173513002001
